MLR,Ridge,Lasso,Decision Tree Regression
60.78667994681364,60.807571573686275,60.82971518268174,45.9705882352941
192.85782752928608,192.59130432941825,192.5235390819982,208.13829787234036
53.17698974356879,53.07762898866206,53.06735565067657,24.888888888888886
178.97715719781235,178.9515858684772,178.82749968909746,126.55244755244756
62.254321546237556,62.363332430091376,62.32113188788579,32.28440366972475
54.358388548544234,54.17858109391956,54.17905385794635,45.9705882352941
119.12304957913778,119.06736368234003,119.03244348795913,137.8494623655914
87.15443256744372,87.29331229297686,87.27454091923906,45.9705882352941
54.42786885168911,54.41223270288737,54.39019115374783,45.9705882352941
47.356359380008215,47.435191817672965,47.455866037410416,32.28440366972475
54.672835393005556,54.62933400863621,54.646267468697644,94.64971751412428
100.96031849503863,100.66185754084353,100.60792259074043,94.64971751412428
181.92132244640212,181.82587230446612,181.76610160157992,208.13829787234036
41.774884131951296,41.83336315342564,41.83876953403785,32.28440366972475
88.59433655961061,88.47531601959872,88.49240889336588,137.8494623655914
60.742575853816746,60.6899261664036,60.746499633238194,94.64971751412428
44.142860556449776,43.96930299444212,43.942520381558566,24.888888888888886
175.9737343453474,175.8812887745401,175.79339139164063,208.13829787234036
56.38724341527669,56.12636074314214,56.16777841359689,94.64971751412428
184.78369705546214,184.78815147920005,184.63332989522706,137.8494623655914
133.86024496349785,133.64053129050185,133.57788242066897,94.64971751412428
161.92353825448433,161.71590413098494,161.62485904704593,126.55244755244756
60.78353813238593,60.599934008071315,60.560736839149044,45.9705882352941
136.48975576343665,136.4808045241119,136.42404525484395,94.64971751412428
125.48935423632665,125.22753086239238,125.1479241347981,94.64971751412428
165.5333682268482,165.62887977272828,165.50897620032512,137.8494623655914
38.08305768975292,38.16407048214053,38.17889052545854,32.28440366972475
28.974831816478755,28.731306615082403,28.81848212040974,94.64971751412428
126.99153800544131,126.70083170080969,126.62765294650562,94.64971751412428
160.9372842048183,160.93039391699583,160.8634940377451,137.8494623655914
181.00081863494557,180.85596751620653,180.67611501622906,94.64971751412428
58.15447124591161,58.17999928195463,58.169340892299154,126.55244755244756
15.62331475340632,15.414927457460365,15.475366985267243,24.888888888888886
107.31742404970089,107.20285307537713,107.26695272945537,94.64971751412428
80.04006434348155,80.09920843961311,80.23121417145512,94.64971751412428
57.81434106082567,57.573622086105765,57.64369913349317,45.9705882352941
166.9540696191717,166.98352183499952,166.90274575055903,137.8494623655914
29.154616094118794,29.09184940791266,29.08746973553201,24.888888888888886
161.9885936155535,161.96190226135798,161.82035601184265,137.8494623655914
14.46267269162638,14.444781029291988,14.594243242064834,32.28440366972475
47.12877899210624,47.09061243627995,47.0496929794919,24.888888888888886
161.59422977625434,161.5971692649549,161.62493140284823,126.55244755244756
48.913541630029776,48.885367152740564,48.892311785163834,45.9705882352941
131.9279047325639,131.64203831008348,131.6086495626456,94.64971751412428
11.01271511600099,10.857706300633936,10.963785085779122,24.888888888888886
174.1987785638608,174.19920329034233,174.12117853834297,208.13829787234036
51.533430692803435,51.38723783081195,51.40063220700788,24.888888888888886
53.92711178873327,54.02644159138446,54.099453630114915,45.9705882352941
166.44819108494053,166.34511373834573,166.1876624640917,94.64971751412428
22.243040641839755,22.025662280405882,22.068724874453764,24.888888888888886
70.4449325367052,70.50092845805538,70.51173373251225,32.28440366972475
203.38812650631974,203.35662401741482,203.1561233452295,208.13829787234036
114.58046704135212,114.48391507093814,114.43701091019076,94.64971751412428
80.11481758925072,80.2425381413922,80.32770591602454,94.64971751412428
175.46031526642608,175.42399419177764,175.2803840054399,208.13829787234036
25.51539072447106,25.35471779106048,25.458551894191928,94.64971751412428
115.25921378072661,115.09732599492615,115.05942908440018,137.8494623655914
43.78519018233624,43.91076480151942,44.03502296234758,32.28440366972475
47.00031044168511,47.0884715194309,47.07806767704254,32.28440366972475
77.3609900487908,77.32167774100598,77.28865888127075,126.55244755244756
26.360320732125587,26.128429125300627,26.229148780460008,94.64971751412428
186.8561868914287,186.85475787286265,186.69560768716707,208.13829787234036
138.9362903538424,138.9920357987197,138.928285189672,126.55244755244756
151.44100620658028,151.44925420964836,151.37348053506534,94.64971751412428
214.54904547842668,214.55447187169787,214.4072163121246,208.13829787234036
204.87595519970455,204.78823320423407,204.6612833870421,208.13829787234036
186.92347312854315,186.92854192225775,186.7473855023173,208.13829787234036
41.5361410179636,41.5147824871584,41.60685004089001,94.64971751412428
142.76512507400702,142.53834316771412,142.4833027687577,208.13829787234036
69.18019677950326,69.1508659156081,69.23961375916033,94.64971751412428
66.21826266277725,66.2335113854052,66.22008186226378,45.9705882352941
125.86095879532377,125.95766267225731,125.9254667936612,137.8494623655914
130.81260609913195,130.73986460046092,130.80722363972674,137.8494623655914
125.42396610255412,125.46576762699627,125.44828560947352,137.8494623655914
151.56854963795584,151.3658604854096,151.2488985731115,126.55244755244756
48.0860051134304,48.10372628803582,48.076016209618395,32.28440366972475
172.48666818987016,172.3811614184172,172.16300979972374,126.55244755244756
201.51051264058015,201.6330208342781,201.5103558381952,208.13829787234036
133.48956065553432,133.4679471213934,133.44135999660838,94.64971751412428
95.72054472299985,95.55120398413192,95.61834796981874,94.64971751412428
56.19762398878071,56.394084511961964,56.45485011404037,32.28440366972475
116.55539252773994,116.483583466037,116.48403766529877,94.64971751412428
198.14339613099452,198.17173586596653,197.99935611204035,137.8494623655914
46.714046282738785,46.75137357746711,46.86004034964273,45.9705882352941
178.04972481323506,178.006065422906,177.90847418033871,137.8494623655914
66.18398673027772,66.16690460301965,66.24528784152955,94.64971751412428
47.779762824957835,47.76617419270987,47.800547415691796,126.55244755244756
222.41990055237756,222.4610649657651,222.22238453428997,208.13829787234036
82.53842002547923,82.57253264028849,82.6329982551301,94.64971751412428
67.81603712438135,67.84432204220045,67.91923421089052,45.9705882352941
96.13176945890677,96.0296420030312,95.98967806505335,94.64971751412428
130.46254211089166,130.4604238774303,130.42472486174051,137.8494623655914
41.27133354901112,41.31881019804936,41.340319342418454,32.28440366972475
58.93577404203634,58.97657776550411,59.04232870926529,32.28440366972475
75.9555569197157,76.04030732274506,75.96625992388655,32.28440366972475
135.54056568832007,135.301081729937,135.18098353464967,126.55244755244756
153.45896575556807,153.28967873593484,153.19397030449602,126.55244755244756
156.45127952851757,156.22409995063953,156.09794761310505,208.13829787234036
153.9074414890292,153.88331566614897,153.80130434738982,137.8494623655914
4.048710775753705,5.420390308087121,6.265333320858659,94.64971751412428
198.35441470447182,198.15406799822608,198.08668081190518,208.13829787234036
74.1175947080565,74.17703969212891,74.13866138200294,45.9705882352941
159.5121759194642,159.46860302476995,159.36364235135358,126.55244755244756
193.61884966165616,193.42973487955666,193.27910823316958,208.13829787234036
207.12868587569767,207.0988808120311,206.9274732570829,208.13829787234036
6.317877505872303,6.345114175520521,6.499166549534806,32.28440366972475
17.45800485883946,17.389647759014267,17.447570830342727,24.888888888888886
43.690714514430354,43.60887050715712,43.646026652392834,24.888888888888886
97.35152963352625,97.385794354719,97.33921618366654,126.55244755244756
96.29638936238318,96.35009134665623,96.34404431286656,126.55244755244756
35.84820817594142,35.78696905481111,35.8577713490058,24.888888888888886
74.76628901108796,74.83015886495178,74.81586148854788,45.9705882352941
187.42742137873864,187.25066487768356,187.13037547328233,208.13829787234036
38.54653094743162,38.29328420944317,38.379441944254026,94.64971751412428
173.1332914359641,173.088888611684,172.98288800846663,137.8494623655914
132.9903315442398,133.09650948950502,133.05776502557973,126.55244755244756
56.03331880919303,55.800976012595804,55.88763565122174,94.64971751412428
11.749630292405726,11.535923346368719,11.63407766470327,24.888888888888886
55.831540232197526,55.87492307220363,55.86973556726641,32.28440366972475
206.500265533355,206.50425794906428,206.34224977313795,137.8494623655914
19.149095963350476,18.974297713201977,19.091855792220954,24.888888888888886
156.48873504095798,156.4398070327557,156.42901380064484,208.13829787234036
15.871804793107287,15.781853669817053,15.835983371215661,24.888888888888886
209.00797711210288,208.8785928652925,208.73552474114535,208.13829787234036
63.761203717429986,63.62939453194069,63.68080158954266,45.9705882352941
54.92511768394387,55.03883909877284,55.0885111076558,32.28440366972475
35.04374865479147,34.920947797750685,34.954192590395834,24.888888888888886
48.66909657820939,48.40375616239873,48.47418139512216,94.64971751412428
62.77292708082917,62.74538376009673,62.79462072528789,45.9705882352941
163.77959180297427,163.77587771039893,163.69380694935435,208.13829787234036
65.35974718482433,65.42193553192028,65.4525564137237,45.9705882352941
206.81592506047068,206.76266799231593,206.5983157297979,208.13829787234036
111.6989959294499,111.37994417556261,111.43915981548841,94.64971751412428
193.0366967027727,192.9363329722007,192.83487384458388,208.13829787234036
92.45887307004264,92.46632985699769,92.46058593246659,126.55244755244756
172.61014312483854,172.5948481354271,172.4867342108457,126.55244755244756
5.406813314230547,5.305816580033635,5.366113013782609,24.888888888888886
138.65940204547107,138.67312470298452,138.6128896581426,137.8494623655914
20.414550606124493,20.351399757060634,20.421248177328224,24.888888888888886
201.1921980486611,201.18686879532038,201.01244961218953,208.13829787234036
14.601635593679433,14.562976616171184,14.617193013134113,24.888888888888886
190.65567558361863,190.61997357628866,190.55850210133485,137.8494623655914
117.96461510837067,117.66735339436508,117.71129733591614,94.64971751412428
94.85369681618477,96.11157742221046,96.70727817792319,94.64971751412428
43.441443576838864,43.63604627185383,43.65065288957422,32.28440366972475
150.5161146406341,150.44957171733824,150.44209641852382,137.8494623655914
131.33335600098897,131.36732110934983,131.43689944281948,137.8494623655914
141.2375210948818,140.98418745522918,140.9388752516759,94.64971751412428
2.513592807052291,2.5815787816882505,2.6348971491867417,32.28440366972475
94.01724501620276,94.08239446010887,94.21437792863952,94.64971751412428
126.848574249447,126.73177259837162,126.59525198985634,126.55244755244756
142.0010962752809,141.77214313274928,141.7685597990187,208.13829787234036
88.03862677817207,87.95645169614426,87.92113795430063,126.55244755244756
196.2622379622735,196.22059790359333,196.09997505796858,208.13829787234036
70.19917425814972,70.39446162088112,70.44939302718078,126.55244755244756
56.82317783573667,56.9593430291163,56.92567131745092,32.28440366972475
203.16410600417922,203.12398386446682,203.00149336110212,208.13829787234036
151.98122053964372,152.0563917020222,151.95876807775875,126.55244755244756
32.5556456855909,32.66720358728084,32.71113195382341,32.28440366972475
69.89347448554497,69.89663757664059,69.8049136555708,45.9705882352941
171.83809058685773,171.6261193856901,171.4829087844469,137.8494623655914
166.39973584699578,166.31794801557805,166.2544691647692,208.13829787234036
40.04106193050765,39.92024038103588,39.954544172944324,24.888888888888886
193.29535726595066,193.24964156231223,193.08352449790084,208.13829787234036
78.64156473309797,78.63515101662178,78.6247546560912,45.9705882352941
162.1612274310282,162.15756419455394,162.04864789400403,208.13829787234036
152.24515969736092,152.05225799548765,151.97175502386477,208.13829787234036
28.049767385341667,27.781736855064935,27.876575919160956,24.888888888888886
52.73176996278721,52.86201898275103,52.945043685382565,45.9705882352941
39.91812225593377,39.82609267168742,39.83138500747502,126.55244755244756
51.02109702236712,50.76869705124475,50.83971193771711,94.64971751412428
37.193803982508825,37.09688670108234,37.149156649965164,24.888888888888886
135.06482532955377,135.06974167583945,135.14712944331825,137.8494623655914
71.6558568759051,71.57574112815473,71.61813571323188,45.9705882352941
53.047520911899085,53.07617258110143,53.050421763734455,32.28440366972475
113.25850931412774,113.24710299284055,113.30988792597417,137.8494623655914
173.19958109641482,173.25083597001452,173.25664519400087,208.13829787234036
20.1489074406514,20.069781421847736,20.136856755945445,24.888888888888886
102.71267853489489,102.543168759226,102.54532257647935,137.8494623655914
158.18968991721968,158.1114538508952,158.11683381324764,137.8494623655914
219.71832299598952,219.78849528312935,219.67683087797076,208.13829787234036
166.3854870483445,166.3994284841321,166.37954029992773,137.8494623655914
155.4463430577503,155.22503104644548,155.1455730162005,126.55244755244756
127.830089501669,129.0983607062311,129.6182570655591,208.13829787234036
71.79789410213067,71.7654708877904,71.87020682844576,94.64971751412428
206.50408241766218,206.52003841815915,206.41690764723586,208.13829787234036
145.61353601470302,145.3634821174584,145.36042156744915,208.13829787234036
208.31038476878933,208.1227680760354,207.90840796566647,208.13829787234036
154.39397734188964,154.4276987292912,154.4580606428983,137.8494623655914
201.2597756991738,201.31077811668715,201.23976408213213,208.13829787234036
109.5753498900996,109.64819517708429,109.73123169535127,137.8494623655914
163.2853177949707,163.25053393863374,163.19972586406635,208.13829787234036
172.05774281224967,171.92111656703847,171.69140002011298,126.55244755244756
84.51365313453158,84.2736985593329,84.24205821679546,94.64971751412428
53.711638588645336,53.65524916152854,53.70017955696653,45.9705882352941
215.94218347468183,215.97953870409913,215.7958615563711,208.13829787234036
32.49138504452408,32.399780492805945,32.50708990222027,24.888888888888886
199.64023229066336,199.56702927542443,199.4878524038717,208.13829787234036
190.10084089155603,190.10672415561874,189.9163098279676,208.13829787234036
64.81152005648991,64.93368381060321,64.89364420090097,32.28440366972475
39.102494241269255,39.09787508278946,39.02140892311273,32.28440366972475
23.41553268426037,23.370854779942704,23.384535304062183,24.888888888888886
52.67777248795643,52.748502772186654,52.82317814089155,32.28440366972475
103.0019186245048,103.12036963555673,103.16255350905745,94.64971751412428
96.62037784981258,96.37406824760288,96.35464750973641,94.64971751412428
51.81055535511092,51.75319049659463,51.8454248270265,45.9705882352941
129.15851298982366,129.15537545735643,129.11852021099375,137.8494623655914
156.84138806236126,156.89654658225132,156.79173371385218,137.8494623655914
25.7650417705881,25.60279656658554,25.682712250612298,24.888888888888886
126.21481593200039,126.1439996501585,126.04568452729563,126.55244755244756
154.948820178048,154.90291259544267,154.76563401959302,137.8494623655914
10.880574514528433,10.681914428862257,10.769991523896422,24.888888888888886
175.43593984149064,175.45434965974277,175.31868251448964,126.55244755244756
183.32674639158222,182.99786278658752,182.82347446376448,208.13829787234036
135.15974415191636,135.19482822553567,135.18122928183087,94.64971751412428
146.86590002570213,146.9207339217881,146.81254981492276,94.64971751412428
208.2169155546527,208.18232613876495,208.02666036360517,208.13829787234036
169.72240448357672,169.71020942001394,169.648755421117,126.55244755244756
174.96270487273705,174.8711773554839,174.77372559493728,126.55244755244756
36.09134394126484,36.014190961929174,36.00975717641717,24.888888888888886
47.169242095370166,47.1148244902258,47.120860953743744,24.888888888888886
33.44321125241241,33.31068653540626,33.43320069415566,24.888888888888886
170.07417136818938,170.1022185308908,170.100208489039,137.8494623655914
71.16038492119678,71.05956992588713,71.06043315782529,45.9705882352941
171.42686749526965,171.36502869662797,171.30471470607708,208.13829787234036
152.37769685854826,152.17473574633544,152.07317365559035,208.13829787234036
68.57846093794191,68.7346069876542,68.73775159172365,45.9705882352941
0.0,0.0,0.0,45.9705882352941
